engagement_id,customer_id,favorite_match_type,average_match_watch_time_minutes,matches_watched_per_season,preferred_ad_format,ad_click_rate,sports_content_watch_hours_per_week,engagement_during_csk_matches,engagement_during_rcb_matches,engagement_during_mi_matches,streaming_device_preference,second_screen_usage,social_media_activity_during_matches,engagement_potential_score
ENG002125,CUST2125,Finals,252,80,Short Reel,0.35,26.2,99,99,98,Mobile,Yes,High,100.0
ENG002126,CUST2126,League Match,158,46,Video Ad,0.18,11.2,73,75,72,Laptop,No,Medium,71.1
ENG002127,CUST2127,Rivalry Match,207,68,Short Reel,0.33,21.8,96,98,94,Mobile,Yes,High,97.0
ENG002128,CUST2128,League Match,179,45,Video Ad,0.15,9.3,67,64,66,Smart TV,No,Low,63.1
ENG002129,CUST2129,Playoffs,215,71,Influencer Promotion,0.30,20.1,92,95,91,Mobile,Yes,High,94.1
ENG002130,CUST2130,League Match,102,24,Banner Ad,0.05,4.3,48,50,47,Laptop,No,Low,45.9
ENG002131,CUST2131,Rivalry Match,189,60,Short Reel,0.29,18.0,90,94,89,Mobile,Yes,High,92.0
ENG002132,CUST2132,League Match,146,41,Video Ad,0.13,8.2,65,62,64,Smart TV,No,Medium,60.9
ENG002133,CUST2133,Playoffs,234,78,Influencer Promotion,0.35,24.5,98,97,96,Mobile,Yes,High,99.5
ENG002134,CUST2134,League Match,118,31,Banner Ad,0.08,6.1,59,57,54,Laptop,No,Low,52.6
ENG002135,CUST2135,Finals,245,80,Short Reel,0.35,27.3,99,99,98,Mobile,Yes,High,100.0
ENG002136,CUST2136,Rivalry Match,198,66,Video Ad,0.22,12.9,88,91,88,Laptop,Yes,Medium,87.9
ENG002137,CUST2137,League Match,157,44,Influencer Promotion,0.16,10.2,70,72,68,Mobile,Yes,Medium,69.3
ENG002138,CUST2138,League Match,126,35,Banner Ad,0.09,6.6,60,59,57,Smart TV,No,Low,56.0
ENG002139,CUST2139,Playoffs,228,75,Short Reel,0.31,21.9,96,98,95,Mobile,Yes,High,97.3
ENG002140,CUST2140,League Match,109,25,Banner Ad,0.06,5.0,51,49,48,Laptop,No,Low,47.9
ENG002141,CUST2141,Rivalry Match,191,61,Video Ad,0.23,14.0,89,92,88,Smart TV,Yes,Medium,88.9
ENG002142,CUST2142,League Match,162,49,Influencer Promotion,0.19,11.3,74,76,73,Mobile,Yes,Medium,73.1
ENG002143,CUST2143,Finals,253,80,Short Reel,0.35,27.3,99,99,98,Mobile,Yes,High,100.0
ENG002144,CUST2144,League Match,120,30,Banner Ad,0.08,5.5,57,55,55,Laptop,No,Low,51.9
ENG002145,CUST2145,Playoffs,219,72,Video Ad,0.28,19.1,92,94,92,Smart TV,Yes,High,93.7
ENG002146,CUST2146,Rivalry Match,202,67,Short Reel,0.32,20.5,94,97,93,Mobile,Yes,High,95.9
ENG002147,CUST2147,League Match,151,42,Influencer Promotion,0.15,8.8,66,69,66,Laptop,No,Medium,65.5
ENG002148,CUST2148,League Match,114,29,Banner Ad,0.07,5.3,56,55,52,Smart TV,No,Low,51.1
ENG002149,CUST2149,Finals,241,78,Short Reel,0.34,24.8,98,99,97,Mobile,Yes,High,99.4
ENG002150,CUST2150,Rivalry Match,184,58,Video Ad,0.22,14.8,86,89,86,Laptop,Yes,Medium,86.5
ENG002151,CUST2151,League Match,158,45,Influencer Promotion,0.17,10.5,71,70,70,Mobile,Yes,Medium,69.9
ENG002152,CUST2152,League Match,122,33,Banner Ad,0.09,6.7,59,58,56,Smart TV,No,Low,55.0
ENG002153,CUST2153,Playoffs,229,76,Short Reel,0.32,22.8,97,98,96,Mobile,Yes,High,98.1
ENG002154,CUST2154,League Match,106,24,Banner Ad,0.05,4.6,49,49,47,Laptop,No,Low,46.4
ENG002155,CUST2155,Finals,249,79,Short Reel,0.35,26.6,99,99,98,Mobile,Yes,High,100.0
ENG002156,CUST2156,Rivalry Match,193,63,Video Ad,0.25,16.8,90,92,90,Smart TV,Yes,High,91.8
ENG002157,CUST2157,League Match,149,41,Influencer Promotion,0.14,8.4,65,68,65,Laptop,No,Medium,63.9
ENG002158,CUST2158,League Match,129,36,Banner Ad,0.10,7.0,61,60,58,Smart TV,No,Low,57.3
ENG002159,CUST2159,Playoffs,222,73,Short Reel,0.30,21.1,94,96,94,Mobile,Yes,High,96.1
ENG002160,CUST2160,League Match,112,28,Banner Ad,0.06,5.2,52,51,49,Laptop,No,Low,48.7
ENG002161,CUST2161,Rivalry Match,198,65,Video Ad,0.24,16.0,91,92,90,Smart TV,Yes,Medium,90.1
ENG002162,CUST2162,League Match,154,45,Influencer Promotion,0.16,9.7,68,71,68,Mobile,Yes,Medium,68.6
ENG002163,CUST2163,Finals,246,79,Short Reel,0.35,26.2,99,99,98,Mobile,Yes,High,100.0
ENG002164,CUST2164,League Match,118,32,Banner Ad,0.08,5.8,58,56,54,Laptop,No,Low,52.8
ENG002165,CUST2165,Playoffs,216,70,Video Ad,0.26,18.6,90,93,90,Smart TV,Yes,High,92.7
ENG002166,CUST2166,Rivalry Match,205,68,Short Reel,0.32,21.4,95,97,95,Mobile,Yes,High,96.6
ENG002167,CUST2167,League Match,150,41,Influencer Promotion,0.15,8.6,66,68,66,Laptop,No,Medium,65.0
ENG002168,CUST2168,League Match,124,34,Banner Ad,0.09,6.3,59,58,56,Smart TV,No,Low,55.3
ENG002169,CUST2169,Finals,239,77,Short Reel,0.33,24.5,97,98,97,Mobile,Yes,High,98.8
ENG002170,CUST2170,Rivalry Match,185,59,Video Ad,0.21,14.2,86,88,85,Laptop,Yes,Medium,85.4
ENG002171,CUST2171,League Match,161,47,Influencer Promotion,0.18,10.8,72,74,72,Mobile,Yes,Medium,72.0
ENG002172,CUST2172,League Match,127,36,Banner Ad,0.10,6.9,61,59,58,Smart TV,No,Low,57.5
ENG002173,CUST2173,Playoffs,230,76,Short Reel,0.33,23.0,97,98,96,Mobile,Yes,High,98.4
ENG002174,CUST2174,League Match,110,26,Banner Ad,0.06,5.1,50,49,47,Laptop,No,Low,46.9
ENG002175,CUST2175,Finals,252,80,Short Reel,0.35,27.4,99,99,98,Mobile,Yes,High,100.0
ENG002176,CUST2176,Rivalry Match,194,62,Video Ad,0.23,15.3,88,90,87,Smart TV,Yes,Medium,88.3
ENG002177,CUST2177,League Match,146,39,Influencer Promotion,0.14,8.0,63,66,63,Laptop,No,Medium,62.6
ENG002178,CUST2178,League Match,131,37,Banner Ad,0.11,7.2,62,61,59,Smart TV,No,Low,58.2
ENG002179,CUST2179,Playoffs,225,74,Short Reel,0.30,21.3,94,96,94,Mobile,Yes,High,96.3
ENG002180,CUST2180,League Match,115,29,Banner Ad,0.07,5.4,54,53,51,Laptop,No,Low,50.0
ENG002181,CUST2181,Rivalry Match,200,64,Short Reel,0.32,20.1,94,96,92,Mobile,Yes,High,95.5
ENG002182,CUST2182,League Match,138,42,Video Ad,0.17,9.5,69,67,63,Laptop,No,Medium,66.5
ENG002183,CUST2183,Playoffs,225,76,Influencer Promotion,0.34,23.2,97,96,95,Mobile,Yes,High,98.5
ENG002184,CUST2184,League Match,111,29,Banner Ad,0.07,5.6,56,54,51,Smart TV,No,Low,50.9
ENG002185,CUST2185,Finals,252,80,Short Reel,0.35,26.2,99,99,98,Mobile,Yes,High,100.0
ENG002186,CUST2186,League Match,158,46,Video Ad,0.18,11.2,73,75,72,Laptop,No,Medium,71.1
ENG002187,CUST2187,Rivalry Match,207,68,Short Reel,0.33,21.8,96,98,94,Mobile,Yes,High,97.0
ENG002188,CUST2188,League Match,179,45,Video Ad,0.15,9.3,67,64,66,Smart TV,No,Low,63.1
ENG002189,CUST2189,Playoffs,215,71,Influencer Promotion,0.30,20.1,92,95,91,Mobile,Yes,High,94.1
ENG002190,CUST2190,League Match,102,24,Banner Ad,0.05,4.3,48,50,47,Laptop,No,Low,45.9
ENG002191,CUST2191,Rivalry Match,189,60,Short Reel,0.29,18.0,90,94,89,Mobile,Yes,High,92.0
ENG002192,CUST2192,League Match,146,41,Video Ad,0.13,8.2,65,62,64,Smart TV,No,Medium,60.9
ENG002193,CUST2193,Playoffs,234,78,Influencer Promotion,0.35,24.5,98,97,96,Mobile,Yes,High,99.5
ENG002194,CUST2194,League Match,118,31,Banner Ad,0.08,6.1,59,57,54,Laptop,No,Low,52.6
ENG002195,CUST2195,Finals,245,80,Short Reel,0.35,27.3,99,99,98,Mobile,Yes,High,100.0
ENG002196,CUST2196,Rivalry Match,198,66,Video Ad,0.22,12.9,88,91,88,Laptop,Yes,Medium,87.9
ENG002197,CUST2197,League Match,157,44,Influencer Promotion,0.16,10.2,70,72,68,Mobile,Yes,Medium,69.3
ENG002198,CUST2198,League Match,126,35,Banner Ad,0.09,6.6,60,59,57,Smart TV,No,Low,56.0
ENG002199,CUST2199,Playoffs,228,75,Short Reel,0.31,21.9,96,98,95,Mobile,Yes,High,97.3
ENG002200,CUST2200,League Match,109,25,Banner Ad,0.06,5.0,51,49,48,Laptop,No,Low,47.9
ENG002201,CUST2201,Rivalry Match,201,65,Short Reel,0.32,20.3,94,97,93,Mobile,Yes,High,95.7
ENG002202,CUST2202,League Match,139,42,Video Ad,0.17,9.7,69,68,64,Laptop,No,Medium,66.7
ENG002203,CUST2203,Playoffs,226,76,Influencer Promotion,0.34,23.4,97,97,95,Mobile,Yes,High,98.7
ENG002204,CUST2204,League Match,112,30,Banner Ad,0.07,5.7,56,55,52,Smart TV,No,Low,51.1
ENG002205,CUST2205,Finals,253,80,Short Reel,0.35,26.4,99,99,98,Mobile,Yes,High,100.0
ENG002206,CUST2206,League Match,159,46,Video Ad,0.18,11.3,73,76,73,Laptop,No,Medium,71.3
ENG002207,CUST2207,Rivalry Match,208,68,Short Reel,0.33,22.0,96,99,95,Mobile,Yes,High,97.2
ENG002208,CUST2208,League Match,180,45,Video Ad,0.15,9.5,67,65,66,Smart TV,No,Low,63.3
ENG002209,CUST2209,Playoffs,216,71,Influencer Promotion,0.30,20.3,92,96,92,Mobile,Yes,High,94.3
ENG002210,CUST2210,League Match,103,25,Banner Ad,0.05,4.4,48,51,47,Laptop,No,Low,46.1
ENG002211,CUST2211,Rivalry Match,190,60,Short Reel,0.29,18.2,90,95,89,Mobile,Yes,High,92.2
ENG002212,CUST2212,League Match,147,41,Video Ad,0.13,8.4,65,63,64,Smart TV,No,Medium,61.1
ENG002213,CUST2213,Playoffs,235,78,Influencer Promotion,0.35,24.7,98,98,96,Mobile,Yes,High,99.6
ENG002214,CUST2214,League Match,119,32,Banner Ad,0.08,6.2,59,58,55,Laptop,No,Low,52.8
ENG002215,CUST2215,Finals,246,80,Short Reel,0.35,27.5,99,99,98,Mobile,Yes,High,100.0
ENG002216,CUST2216,Rivalry Match,199,66,Video Ad,0.22,13.1,88,92,89,Laptop,Yes,Medium,88.1
ENG002217,CUST2217,League Match,158,44,Influencer Promotion,0.16,10.4,70,73,69,Mobile,Yes,Medium,69.5
ENG002218,CUST2218,League Match,127,35,Banner Ad,0.09,6.8,60,60,58,Smart TV,No,Low,56.2
ENG002219,CUST2219,Playoffs,229,75,Short Reel,0.31,22.1,96,99,95,Mobile,Yes,High,97.5
ENG002220,CUST2220,League Match,110,26,Banner Ad,0.06,5.1,51,50,49,Laptop,No,Low,48.1
ENG002221,CUST2221,Rivalry Match,192,61,Video Ad,0.23,14.2,89,93,89,Smart TV,Yes,Medium,89.1
ENG002222,CUST2222,League Match,163,49,Influencer Promotion,0.19,11.5,74,77,74,Mobile,Yes,Medium,73.3
ENG002223,CUST2223,Finals,254,80,Short Reel,0.35,27.5,99,99,98,Mobile,Yes,High,100.0
ENG002224,CUST2224,League Match,121,31,Banner Ad,0.08,5.7,57,56,55,Laptop,No,Low,52.1
ENG002225,CUST2225,Playoffs,220,72,Video Ad,0.28,19.3,92,95,92,Smart TV,Yes,High,93.9
ENG002226,CUST2226,Rivalry Match,203,67,Short Reel,0.32,20.7,94,98,94,Mobile,Yes,High,96.1
ENG002227,CUST2227,League Match,152,42,Influencer Promotion,0.15,9.0,66,70,67,Laptop,No,Medium,65.7
ENG002228,CUST2228,League Match,115,30,Banner Ad,0.07,5.4,56,56,53,Smart TV,No,Low,51.3
ENG002229,CUST2229,Finals,242,78,Short Reel,0.34,25.0,98,99,97,Mobile,Yes,High,99.5
ENG002230,CUST2230,Rivalry Match,185,58,Video Ad,0.22,15.0,86,90,87,Laptop,Yes,Medium,86.7
ENG002231,CUST2231,League Match,159,45,Influencer Promotion,0.17,10.7,71,71,70,Mobile,Yes,Medium,70.1
ENG002232,CUST2232,League Match,123,33,Banner Ad,0.09,6.8,59,59,57,Smart TV,No,Low,55.2
ENG002233,CUST2233,Playoffs,230,76,Short Reel,0.32,23.0,97,99,96,Mobile,Yes,High,98.3
ENG002234,CUST2234,League Match,107,25,Banner Ad,0.05,4.7,49,50,48,Laptop,No,Low,46.6
ENG002235,CUST2235,Finals,250,79,Short Reel,0.35,26.8,99,99,98,Mobile,Yes,High,100.0
ENG002236,CUST2236,Rivalry Match,194,63,Video Ad,0.25,17.0,90,93,90,Smart TV,Yes,High,92.0
ENG002237,CUST2237,League Match,150,41,Influencer Promotion,0.14,8.6,65,69,66,Laptop,No,Medium,64.1
ENG002238,CUST2238,League Match,130,36,Banner Ad,0.10,7.1,61,61,59,Smart TV,No,Low,57.5
ENG002239,CUST2239,Playoffs,223,73,Short Reel,0.30,21.3,94,97,95,Mobile,Yes,High,96.3
ENG002240,CUST2240,League Match,113,29,Banner Ad,0.06,5.3,52,52,50,Laptop,No,Low,48.9
ENG002241,CUST2241,Rivalry Match,199,65,Video Ad,0.24,16.2,91,93,90,Smart TV,Yes,Medium,90.3
ENG002242,CUST2242,League Match,155,45,Influencer Promotion,0.16,9.9,68,72,69,Mobile,Yes,Medium,68.8
ENG002243,CUST2243,Finals,247,79,Short Reel,0.35,26.4,99,99,98,Mobile,Yes,High,100.0
ENG002244,CUST2244,League Match,119,32,Banner Ad,0.08,5.9,58,57,55,Laptop,No,Low,53.0
ENG002245,CUST2245,Playoffs,217,70,Video Ad,0.26,18.8,90,94,91,Smart TV,Yes,High,92.9
ENG002246,CUST2246,Rivalry Match,206,68,Short Reel,0.32,21.6,95,98,95,Mobile,Yes,High,96.8
ENG002247,CUST2247,League Match,151,42,Influencer Promotion,0.15,8.8,66,69,67,Laptop,No,Medium,65.2
ENG002248,CUST2248,League Match,125,34,Banner Ad,0.09,6.4,59,59,57,Smart TV,No,Low,55.5
ENG002249,CUST2249,Finals,240,77,Short Reel,0.33,24.7,97,99,97,Mobile,Yes,High,99.0
ENG002250,CUST2250,Rivalry Match,186,59,Video Ad,0.21,14.4,86,89,86,Laptop,Yes,Medium,85.6
ENG002251,CUST2251,League Match,162,47,Influencer Promotion,0.18,11.0,72,75,73,Mobile,Yes,Medium,72.2
ENG002252,CUST2252,League Match,128,36,Banner Ad,0.10,7.0,61,60,59,Smart TV,No,Low,57.7
ENG002253,CUST2253,Playoffs,231,76,Short Reel,0.33,23.2,97,99,96,Mobile,Yes,High,98.6
ENG002254,CUST2254,League Match,111,26,Banner Ad,0.06,5.2,50,50,48,Laptop,No,Low,47.1
ENG002255,CUST2255,Finals,253,80,Short Reel,0.35,27.6,99,99,98,Mobile,Yes,High,100.0
ENG002256,CUST2256,Rivalry Match,195,62,Video Ad,0.23,15.5,88,91,88,Smart TV,Yes,Medium,88.5
ENG002257,CUST2257,League Match,147,39,Influencer Promotion,0.14,8.2,63,67,64,Laptop,No,Medium,62.8
ENG002258,CUST2258,League Match,132,37,Banner Ad,0.11,7.3,62,62,60,Smart TV,No,Low,58.4
ENG002259,CUST2259,Playoffs,226,74,Short Reel,0.30,21.5,94,97,95,Mobile,Yes,High,96.5
ENG002260,CUST2260,League Match,116,29,Banner Ad,0.07,5.5,54,54,52,Laptop,No,Low,50.2
ENG002261,CUST2261,Rivalry Match,201,65,Short Reel,0.32,20.3,94,97,93,Mobile,Yes,High,95.7
ENG002262,CUST2262,League Match,139,42,Video Ad,0.17,9.7,69,68,64,Laptop,No,Medium,66.7
ENG002263,CUST2263,Playoffs,226,76,Influencer Promotion,0.34,23.4,97,97,95,Mobile,Yes,High,98.7
ENG002264,CUST2264,League Match,112,30,Banner Ad,0.07,5.7,56,55,52,Smart TV,No,Low,51.1
ENG002265,CUST2265,Finals,253,80,Short Reel,0.35,26.4,99,99,98,Mobile,Yes,High,100.0
ENG002266,CUST2266,League Match,159,46,Video Ad,0.18,11.3,73,76,73,Laptop,No,Medium,71.3
ENG002267,CUST2267,Rivalry Match,208,68,Short Reel,0.33,22.0,96,99,95,Mobile,Yes,High,97.2
ENG002268,CUST2268,League Match,180,45,Video Ad,0.15,9.5,67,65,66,Smart TV,No,Low,63.3
ENG002269,CUST2269,Playoffs,216,71,Influencer Promotion,0.30,20.3,92,96,92,Mobile,Yes,High,94.3
ENG002270,CUST2270,League Match,103,25,Banner Ad,0.05,4.4,48,51,47,Laptop,No,Low,46.1
ENG002271,CUST2271,Rivalry Match,190,60,Short Reel,0.29,18.2,90,95,89,Mobile,Yes,High,92.2
ENG002272,CUST2272,League Match,147,41,Video Ad,0.13,8.4,65,63,64,Smart TV,No,Medium,61.1
ENG002273,CUST2273,Playoffs,235,78,Influencer Promotion,0.35,24.7,98,98,96,Mobile,Yes,High,99.6
ENG002274,CUST2274,League Match,119,32,Banner Ad,0.08,6.2,59,58,55,Laptop,No,Low,52.8
ENG002275,CUST2275,Finals,246,80,Short Reel,0.35,27.5,99,99,98,Mobile,Yes,High,100.0
ENG002276,CUST2276,Rivalry Match,199,66,Video Ad,0.22,13.1,88,92,89,Laptop,Yes,Medium,88.1
ENG002277,CUST2277,League Match,158,44,Influencer Promotion,0.16,10.4,70,73,69,Mobile,Yes,Medium,69.5
ENG002278,CUST2278,League Match,127,35,Banner Ad,0.09,6.8,60,60,58,Smart TV,No,Low,56.2
ENG002279,CUST2279,Playoffs,229,75,Short Reel,0.31,22.1,96,99,95,Mobile,Yes,High,97.5
ENG002280,CUST2280,League Match,110,26,Banner Ad,0.06,5.1,51,50,49,Laptop,No,Low,48.1
ENG002281,CUST2281,Rivalry Match,192,61,Video Ad,0.23,14.2,89,93,89,Smart TV,Yes,Medium,89.1
ENG002282,CUST2282,League Match,163,49,Influencer Promotion,0.19,11.5,74,77,74,Mobile,Yes,Medium,73.3
ENG002283,CUST2283,Finals,254,80,Short Reel,0.35,27.5,99,99,98,Mobile,Yes,High,100.0
ENG002284,CUST2284,League Match,121,31,Banner Ad,0.08,5.7,57,56,55,Laptop,No,Low,52.1
ENG002285,CUST2285,Playoffs,220,72,Video Ad,0.28,19.3,92,95,92,Smart TV,Yes,High,93.9
ENG002286,CUST2286,Rivalry Match,203,67,Short Reel,0.32,20.7,94,98,94,Mobile,Yes,High,96.1
ENG002287,CUST2287,League Match,152,42,Influencer Promotion,0.15,9.0,66,70,67,Laptop,No,Medium,65.7
ENG002288,CUST2288,League Match,115,30,Banner Ad,0.07,5.4,56,56,53,Smart TV,No,Low,51.3
ENG002289,CUST2289,Finals,242,78,Short Reel,0.34,25.0,98,99,97,Mobile,Yes,High,99.5
ENG002290,CUST2290,Rivalry Match,185,58,Video Ad,0.22,15.0,86,90,87,Laptop,Yes,Medium,86.7
ENG002291,CUST2291,League Match,159,45,Influencer Promotion,0.17,10.7,71,71,70,Mobile,Yes,Medium,70.1
ENG002292,CUST2292,League Match,123,33,Banner Ad,0.09,6.8,59,59,57,Smart TV,No,Low,55.2
ENG002293,CUST2293,Playoffs,230,76,Short Reel,0.32,23.0,97,99,96,Mobile,Yes,High,98.3
ENG002294,CUST2294,League Match,107,25,Banner Ad,0.05,4.7,49,50,48,Laptop,No,Low,46.6
ENG002295,CUST2295,Finals,250,79,Short Reel,0.35,26.8,99,99,98,Mobile,Yes,High,100.0
ENG002296,CUST2296,Rivalry Match,194,63,Video Ad,0.25,17.0,90,93,90,Smart TV,Yes,High,92.0
ENG002297,CUST2297,League Match,150,41,Influencer Promotion,0.14,8.6,65,69,66,Laptop,No,Medium,64.1
ENG002298,CUST2298,League Match,130,36,Banner Ad,0.10,7.1,61,61,59,Smart TV,No,Low,57.5
ENG002299,CUST2299,Playoffs,223,73,Short Reel,0.30,21.3,94,97,95,Mobile,Yes,High,96.3
ENG002300,CUST2300,League Match,113,29,Banner Ad,0.06,5.3,52,52,50,Laptop,No,Low,48.9
ENG002301,CUST2301,Rivalry Match,199,65,Video Ad,0.24,16.2,91,93,90,Smart TV,Yes,Medium,90.3
ENG002302,CUST2302,League Match,155,45,Influencer Promotion,0.16,9.9,68,72,69,Mobile,Yes,Medium,68.8
ENG002303,CUST2303,Finals,247,79,Short Reel,0.35,26.4,99,99,98,Mobile,Yes,High,100.0
ENG002304,CUST2304,League Match,119,32,Banner Ad,0.08,5.9,58,57,55,Laptop,No,Low,53.0
ENG002305,CUST2305,Playoffs,217,70,Video Ad,0.26,18.8,90,94,91,Smart TV,Yes,High,92.9
ENG002306,CUST2306,Rivalry Match,206,68,Short Reel,0.32,21.6,95,98,95,Mobile,Yes,High,96.8
ENG002307,CUST2307,League Match,151,42,Influencer Promotion,0.15,8.8,66,69,67,Laptop,No,Medium,65.2
ENG002308,CUST2308,League Match,125,34,Banner Ad,0.09,6.4,59,59,57,Smart TV,No,Low,55.5
ENG002309,CUST2309,Finals,240,77,Short Reel,0.33,24.7,97,99,97,Mobile,Yes,High,99.0
ENG002310,CUST2310,Rivalry Match,186,59,Video Ad,0.21,14.4,86,89,86,Laptop,Yes,Medium,85.6
ENG002311,CUST2311,League Match,162,47,Influencer Promotion,0.18,11.0,72,75,73,Mobile,Yes,Medium,72.2
ENG002312,CUST2312,League Match,128,36,Banner Ad,0.10,7.0,61,60,59,Smart TV,No,Low,57.7
ENG002313,CUST2313,Playoffs,231,76,Short Reel,0.33,23.2,97,99,96,Mobile,Yes,High,98.6
ENG002314,CUST2314,League Match,111,26,Banner Ad,0.06,5.2,50,50,48,Laptop,No,Low,47.1
ENG002315,CUST2315,Finals,253,80,Short Reel,0.35,27.6,99,99,98,Mobile,Yes,High,100.0
ENG002316,CUST2316,Rivalry Match,195,62,Video Ad,0.23,15.5,88,91,88,Smart TV,Yes,Medium,88.5
ENG002317,CUST2317,League Match,147,39,Influencer Promotion,0.14,8.2,63,67,64,Laptop,No,Medium,62.8
ENG002318,CUST2318,League Match,132,37,Banner Ad,0.11,7.3,62,62,60,Smart TV,No,Low,58.4
ENG002319,CUST2319,Playoffs,226,74,Short Reel,0.30,21.5,94,97,95,Mobile,Yes,High,96.5
ENG002320,CUST2320,League Match,116,29,Banner Ad,0.07,5.5,54,54,52,Laptop,No,Low,50.2
ENG002321,CUST2321,Rivalry Match,201,65,Short Reel,0.32,20.3,94,97,93,Mobile,Yes,High,95.7
ENG002322,CUST2322,League Match,139,42,Video Ad,0.17,9.7,69,68,64,Laptop,No,Medium,66.7
ENG002323,CUST2323,Playoffs,226,76,Influencer Promotion,0.34,23.4,97,97,95,Mobile,Yes,High,98.7
ENG002324,CUST2324,League Match,112,30,Banner Ad,0.07,5.7,56,55,52,Smart TV,No,Low,51.1
ENG002325,CUST2325,Finals,253,80,Short Reel,0.35,26.4,99,99,98,Mobile,Yes,High,100.0
ENG002326,CUST2326,League Match,159,46,Video Ad,0.18,11.3,73,76,73,Laptop,No,Medium,71.3
ENG002327,CUST2327,Rivalry Match,208,68,Short Reel,0.33,22.0,96,99,95,Mobile,Yes,High,97.2
ENG002328,CUST2328,League Match,180,45,Video Ad,0.15,9.5,67,65,66,Smart TV,No,Low,63.3
ENG002329,CUST2329,Playoffs,216,71,Influencer Promotion,0.30,20.3,92,96,92,Mobile,Yes,High,94.3
ENG002330,CUST2330,League Match,103,25,Banner Ad,0.05,4.4,48,51,47,Laptop,No,Low,46.1
ENG002331,CUST2331,Rivalry Match,190,60,Short Reel,0.29,18.2,90,95,89,Mobile,Yes,High,92.2
ENG002332,CUST2332,League Match,147,41,Video Ad,0.13,8.4,65,63,64,Smart TV,No,Medium,61.1
ENG002333,CUST2333,Playoffs,235,78,Influencer Promotion,0.35,24.7,98,98,96,Mobile,Yes,High,99.6
ENG002334,CUST2334,League Match,119,32,Banner Ad,0.08,6.2,59,58,55,Laptop,No,Low,52.8
ENG002335,CUST2335,Finals,246,80,Short Reel,0.35,27.5,99,99,98,Mobile,Yes,High,100.0
ENG002336,CUST2336,Rivalry Match,199,66,Video Ad,0.22,13.1,88,92,89,Laptop,Yes,Medium,88.1
ENG002337,CUST2337,League Match,158,44,Influencer Promotion,0.16,10.4,70,73,69,Mobile,Yes,Medium,69.5
ENG002338,CUST2338,League Match,127,35,Banner Ad,0.09,6.8,60,60,58,Smart TV,No,Low,56.2
ENG002339,CUST2339,Playoffs,229,75,Short Reel,0.31,22.1,96,99,95,Mobile,Yes,High,97.5
ENG002340,CUST2340,League Match,110,26,Banner Ad,0.06,5.1,51,50,49,Laptop,No,Low,48.1
ENG002341,CUST2341,Rivalry Match,192,61,Video Ad,0.23,14.2,89,93,89,Smart TV,Yes,Medium,89.1
ENG002342,CUST2342,League Match,163,49,Influencer Promotion,0.19,11.5,74,77,74,Mobile,Yes,Medium,73.3
ENG002343,CUST2343,Finals,254,80,Short Reel,0.35,27.5,99,99,98,Mobile,Yes,High,100.0
ENG002344,CUST2344,League Match,121,31,Banner Ad,0.08,5.7,57,56,55,Laptop,No,Low,52.1
ENG002345,CUST2345,Playoffs,220,72,Video Ad,0.28,19.3,92,95,92,Smart TV,Yes,High,93.9
ENG002346,CUST2346,Rivalry Match,203,67,Short Reel,0.32,20.7,94,98,94,Mobile,Yes,High,96.1
ENG002347,CUST2347,League Match,152,42,Influencer Promotion,0.15,9.0,66,70,67,Laptop,No,Medium,65.7
ENG002348,CUST2348,League Match,115,30,Banner Ad,0.07,5.4,56,56,53,Smart TV,No,Low,51.3
ENG002349,CUST2349,Finals,242,78,Short Reel,0.34,25.0,98,99,97,Mobile,Yes,High,99.5
ENG002350,CUST2350,Rivalry Match,185,58,Video Ad,0.22,15.0,86,90,87,Laptop,Yes,Medium,86.7
ENG002351,CUST2351,League Match,159,45,Influencer Promotion,0.17,10.7,71,71,70,Mobile,Yes,Medium,70.1
ENG002352,CUST2352,League Match,123,33,Banner Ad,0.09,6.8,59,59,57,Smart TV,No,Low,55.2
ENG002353,CUST2353,Playoffs,230,76,Short Reel,0.32,23.0,97,99,96,Mobile,Yes,High,98.3
ENG002354,CUST2354,League Match,107,25,Banner Ad,0.05,4.7,49,50,48,Laptop,No,Low,46.6
ENG002355,CUST2355,Finals,250,79,Short Reel,0.35,26.8,99,99,98,Mobile,Yes,High,100.0
ENG002356,CUST2356,Rivalry Match,194,63,Video Ad,0.25,17.0,90,93,90,Smart TV,Yes,High,92.0
ENG002357,CUST2357,League Match,150,41,Influencer Promotion,0.14,8.6,65,69,66,Laptop,No,Medium,64.1
ENG002358,CUST2358,League Match,130,36,Banner Ad,0.10,7.1,61,61,59,Smart TV,No,Low,57.5
ENG002359,CUST2359,Playoffs,223,73,Short Reel,0.30,21.3,94,97,95,Mobile,Yes,High,96.3
ENG002360,CUST2360,League Match,113,29,Banner Ad,0.06,5.3,52,52,50,Laptop,No,Low,48.9
ENG002361,CUST2361,Rivalry Match,199,65,Video Ad,0.24,16.2,91,93,90,Smart TV,Yes,Medium,90.3
ENG002362,CUST2362,League Match,155,45,Influencer Promotion,0.16,9.9,68,72,69,Mobile,Yes,Medium,68.8
ENG002363,CUST2363,Finals,247,79,Short Reel,0.35,26.4,99,99,98,Mobile,Yes,High,100.0
ENG002364,CUST2364,League Match,119,32,Banner Ad,0.08,5.9,58,57,55,Laptop,No,Low,53.0
ENG002365,CUST2365,Playoffs,217,70,Video Ad,0.26,18.8,90,94,91,Smart TV,Yes,High,92.9
