purchase_id,customer_id,preferred_shopping_platform,sports_equipment_spending_per_month,previous_cricket_gear_purchases,average_order_value,preferred_product_category,purchase_frequency_per_year,discount_sensitivity,cart_abandonment_rate,payment_method_preference,brand_loyalty_level,likely_to_buy_cricket_kit
PUR002103,CUST2103,Brand Website,7610,10,9810,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002104,CUST2104,Local Store,1740,1,1990,Accessories,1,Medium,0.33,Cash on Delivery,Low,No
PUR002105,CUST2105,Amazon,4990,6,6290,Shoes,5,Medium,0.18,UPI,Medium,Yes
PUR002106,CUST2106,Brand Website,6990,9,8890,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002107,CUST2107,Flipkart,3080,3,3780,Gloves,3,High,0.45,Debit Card,Medium,No
PUR002108,CUST2108,Amazon,4330,5,5530,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002109,CUST2109,Local Store,1950,1,2250,Accessories,1,High,0.56,Cash on Delivery,Low,No
PUR002110,CUST2110,Brand Website,6550,8,8350,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002111,CUST2111,Amazon,3960,4,5060,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR002112,CUST2112,Flipkart,2510,2,3010,Jerseys,2,High,0.48,Debit Card,Low,No
PUR002113,CUST2113,Brand Website,7960,10,10160,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002114,CUST2114,Local Store,1780,1,2080,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR002115,CUST2115,Amazon,5180,6,6480,Bats,5,Medium,0.17,UPI,Medium,Yes
PUR002116,CUST2116,Brand Website,7240,9,9140,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002117,CUST2117,Flipkart,2940,3,3640,Gloves,3,High,0.42,Debit Card,Medium,No
PUR002118,CUST2118,Amazon,4540,5,5740,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002119,CUST2119,Local Store,2060,1,2360,Accessories,1,High,0.59,Cash on Delivery,Low,No
PUR002120,CUST2120,Brand Website,6390,8,8190,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002121,CUST2121,Amazon,4120,5,5220,Bats,4,Medium,0.22,UPI,Medium,Yes
PUR002122,CUST2122,Flipkart,2580,2,3080,Jerseys,2,High,0.52,Debit Card,Low,No
PUR002123,CUST2123,Brand Website,7620,10,9820,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002124,CUST2124,Local Store,1750,1,2000,Accessories,1,Medium,0.33,Cash on Delivery,Low,No
PUR002125,CUST2125,Amazon,5000,6,6300,Shoes,5,Medium,0.18,UPI,Medium,Yes
PUR002126,CUST2126,Brand Website,7000,9,8900,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002127,CUST2127,Flipkart,3090,3,3790,Gloves,3,High,0.45,Debit Card,Medium,No
PUR002128,CUST2128,Amazon,4340,5,5540,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002129,CUST2129,Local Store,1960,1,2260,Accessories,1,High,0.56,Cash on Delivery,Low,No
PUR002130,CUST2130,Brand Website,6560,8,8360,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002131,CUST2131,Amazon,3970,4,5070,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR002132,CUST2132,Flipkart,2520,2,3020,Jerseys,2,High,0.48,Debit Card,Low,No
PUR002133,CUST2133,Brand Website,7970,10,10170,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002134,CUST2134,Local Store,1790,1,2090,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR002135,CUST2135,Amazon,5190,6,6490,Bats,5,Medium,0.17,UPI,Medium,Yes
PUR002136,CUST2136,Brand Website,7250,9,9150,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002137,CUST2137,Flipkart,2950,3,3650,Gloves,3,High,0.42,Debit Card,Medium,No
PUR002138,CUST2138,Amazon,4550,5,5750,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002139,CUST2139,Local Store,2070,1,2370,Accessories,1,High,0.59,Cash on Delivery,Low,No
PUR002140,CUST2140,Brand Website,6400,8,8200,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002141,CUST2141,Amazon,4130,5,5230,Bats,4,Medium,0.22,UPI,Medium,Yes
PUR002142,CUST2142,Flipkart,2590,2,3090,Jerseys,2,High,0.52,Debit Card,Low,No
PUR002143,CUST2143,Brand Website,7630,10,9830,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002144,CUST2144,Local Store,1760,1,2010,Accessories,1,Medium,0.33,Cash on Delivery,Low,No
PUR002145,CUST2145,Amazon,5010,6,6310,Shoes,5,Medium,0.18,UPI,Medium,Yes
PUR002146,CUST2146,Brand Website,7010,9,8910,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002147,CUST2147,Flipkart,3100,3,3800,Gloves,3,High,0.45,Debit Card,Medium,No
PUR002148,CUST2148,Amazon,4350,5,5550,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002149,CUST2149,Local Store,1970,1,2270,Accessories,1,High,0.56,Cash on Delivery,Low,No
PUR002150,CUST2150,Brand Website,6570,8,8370,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002151,CUST2151,Amazon,3980,4,5080,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR002152,CUST2152,Flipkart,2530,2,3030,Jerseys,2,High,0.48,Debit Card,Low,No
PUR002153,CUST2153,Brand Website,7980,10,10180,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002154,CUST2154,Local Store,1800,1,2100,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR002155,CUST2155,Amazon,5200,6,6500,Bats,5,Medium,0.17,UPI,Medium,Yes
PUR002156,CUST2156,Brand Website,7260,9,9160,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002157,CUST2157,Flipkart,2960,3,3660,Gloves,3,High,0.42,Debit Card,Medium,No
PUR002158,CUST2158,Amazon,4560,5,5760,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002159,CUST2159,Local Store,2080,1,2380,Accessories,1,High,0.59,Cash on Delivery,Low,No
PUR002160,CUST2160,Brand Website,6410,8,8210,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002161,CUST2161,Amazon,4140,5,5240,Bats,4,Medium,0.22,UPI,Medium,Yes
PUR002162,CUST2162,Flipkart,2600,2,3100,Jerseys,2,High,0.52,Debit Card,Low,No
PUR002163,CUST2163,Brand Website,7640,10,9840,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002164,CUST2164,Local Store,1770,1,2020,Accessories,1,Medium,0.33,Cash on Delivery,Low,No
PUR002165,CUST2165,Amazon,5020,6,6320,Shoes,5,Medium,0.18,UPI,Medium,Yes
PUR002166,CUST2166,Brand Website,7020,9,8920,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002167,CUST2167,Flipkart,3110,3,3810,Gloves,3,High,0.45,Debit Card,Medium,No
PUR002168,CUST2168,Amazon,4360,5,5560,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002169,CUST2169,Local Store,1980,1,2280,Accessories,1,High,0.56,Cash on Delivery,Low,No
PUR002170,CUST2170,Brand Website,6580,8,8380,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002171,CUST2171,Amazon,3990,4,5090,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR002172,CUST2172,Flipkart,2540,2,3040,Jerseys,2,High,0.48,Debit Card,Low,No
PUR002173,CUST2173,Brand Website,7990,10,10190,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002174,CUST2174,Local Store,1810,1,2110,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR002175,CUST2175,Amazon,5210,6,6510,Bats,5,Medium,0.17,UPI,Medium,Yes
PUR002176,CUST2176,Brand Website,7270,9,9170,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002177,CUST2177,Flipkart,2970,3,3670,Gloves,3,High,0.42,Debit Card,Medium,No
PUR002178,CUST2178,Amazon,4570,5,5770,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002179,CUST2179,Local Store,2090,1,2390,Accessories,1,High,0.59,Cash on Delivery,Low,No
PUR002180,CUST2180,Brand Website,6420,8,8220,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002181,CUST2181,Amazon,4150,5,5250,Bats,4,Medium,0.22,UPI,Medium,Yes
PUR002182,CUST2182,Flipkart,2610,2,3110,Jerseys,2,High,0.52,Debit Card,Low,No
PUR002183,CUST2183,Brand Website,7650,10,9850,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002184,CUST2184,Local Store,1780,1,2030,Accessories,1,Medium,0.33,Cash on Delivery,Low,No
PUR002185,CUST2185,Amazon,5030,6,6330,Shoes,5,Medium,0.18,UPI,Medium,Yes
PUR002186,CUST2186,Brand Website,7030,9,8930,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002187,CUST2187,Flipkart,3120,3,3820,Gloves,3,High,0.45,Debit Card,Medium,No
PUR002188,CUST2188,Amazon,4370,5,5570,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002189,CUST2189,Local Store,1990,1,2290,Accessories,1,High,0.56,Cash on Delivery,Low,No
PUR002190,CUST2190,Brand Website,6590,8,8390,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002191,CUST2191,Amazon,4000,4,5100,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR002192,CUST2192,Flipkart,2550,2,3050,Jerseys,2,High,0.48,Debit Card,Low,No
PUR002193,CUST2193,Brand Website,8000,10,10200,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002194,CUST2194,Local Store,1820,1,2120,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR002195,CUST2195,Amazon,5220,6,6520,Bats,5,Medium,0.17,UPI,Medium,Yes
PUR002196,CUST2196,Brand Website,7280,9,9180,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002197,CUST2197,Flipkart,2980,3,3680,Gloves,3,High,0.42,Debit Card,Medium,No
PUR002198,CUST2198,Amazon,4580,5,5780,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002199,CUST2199,Local Store,2100,1,2400,Accessories,1,High,0.59,Cash on Delivery,Low,No
PUR002200,CUST2200,Brand Website,6430,8,8230,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002201,CUST2201,Amazon,4160,5,5260,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002202,CUST2202,Flipkart,2620,2,3120,Jerseys,2,High,0.53,Debit Card,Low,No
PUR002203,CUST2203,Brand Website,7660,10,9860,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002204,CUST2204,Local Store,1790,1,2040,Accessories,1,Medium,0.34,Cash on Delivery,Low,No
PUR002205,CUST2205,Amazon,5040,6,6340,Shoes,5,Medium,0.18,UPI,Medium,Yes
PUR002206,CUST2206,Brand Website,7040,9,8940,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002207,CUST2207,Flipkart,3130,3,3830,Gloves,3,High,0.46,Debit Card,Medium,No
PUR002208,CUST2208,Amazon,4380,5,5580,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR002209,CUST2209,Local Store,2000,1,2300,Accessories,1,High,0.57,Cash on Delivery,Low,No
PUR002210,CUST2210,Brand Website,6600,8,8400,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002211,CUST2211,Amazon,4010,4,5110,Shoes,4,Medium,0.23,UPI,Medium,Yes
PUR002212,CUST2212,Flipkart,2560,2,3060,Jerseys,2,High,0.49,Debit Card,Low,No
PUR002213,CUST2213,Brand Website,8010,10,10210,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002214,CUST2214,Local Store,1830,1,2130,Accessories,1,Medium,0.36,Cash on Delivery,Low,No
PUR002215,CUST2215,Amazon,5230,6,6530,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002216,CUST2216,Brand Website,7290,9,9190,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002217,CUST2217,Flipkart,2990,3,3690,Gloves,3,High,0.43,Debit Card,Medium,No
PUR002218,CUST2218,Amazon,4590,5,5790,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002219,CUST2219,Local Store,2110,1,2410,Accessories,1,High,0.60,Cash on Delivery,Low,No
PUR002220,CUST2220,Brand Website,6440,8,8240,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002221,CUST2221,Amazon,4170,5,5270,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002222,CUST2222,Flipkart,2630,2,3130,Jerseys,2,High,0.53,Debit Card,Low,No
PUR002223,CUST2223,Brand Website,7670,10,9870,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002224,CUST2224,Local Store,1800,1,2050,Accessories,1,Medium,0.34,Cash on Delivery,Low,No
PUR002225,CUST2225,Amazon,5050,6,6350,Shoes,5,Medium,0.18,UPI,Medium,Yes
PUR002226,CUST2226,Brand Website,7050,9,8950,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002227,CUST2227,Flipkart,3140,3,3840,Gloves,3,High,0.46,Debit Card,Medium,No
PUR002228,CUST2228,Amazon,4390,5,5590,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR002229,CUST2229,Local Store,2010,1,2310,Accessories,1,High,0.57,Cash on Delivery,Low,No
PUR002230,CUST2230,Brand Website,6610,8,8410,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002231,CUST2231,Amazon,4020,4,5120,Shoes,4,Medium,0.23,UPI,Medium,Yes
PUR002232,CUST2232,Flipkart,2570,2,3070,Jerseys,2,High,0.49,Debit Card,Low,No
PUR002233,CUST2233,Brand Website,8020,10,10220,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002234,CUST2234,Local Store,1840,1,2140,Accessories,1,Medium,0.36,Cash on Delivery,Low,No
PUR002235,CUST2235,Amazon,5240,6,6540,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002236,CUST2236,Brand Website,7300,9,9200,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002237,CUST2237,Flipkart,3000,3,3700,Gloves,3,High,0.43,Debit Card,Medium,No
PUR002238,CUST2238,Amazon,4600,5,5800,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002239,CUST2239,Local Store,2120,1,2420,Accessories,1,High,0.60,Cash on Delivery,Low,No
PUR002240,CUST2240,Brand Website,6450,8,8250,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002241,CUST2241,Amazon,4180,5,5280,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002242,CUST2242,Flipkart,2640,2,3140,Jerseys,2,High,0.53,Debit Card,Low,No
PUR002243,CUST2243,Brand Website,7680,10,9880,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002244,CUST2244,Local Store,1810,1,2060,Accessories,1,Medium,0.34,Cash on Delivery,Low,No
PUR002245,CUST2245,Amazon,5060,6,6360,Shoes,5,Medium,0.18,UPI,Medium,Yes
PUR002246,CUST2246,Brand Website,7060,9,8960,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002247,CUST2247,Flipkart,3150,3,3850,Gloves,3,High,0.46,Debit Card,Medium,No
PUR002248,CUST2248,Amazon,4400,5,5600,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR002249,CUST2249,Local Store,2020,1,2320,Accessories,1,High,0.57,Cash on Delivery,Low,No
PUR002250,CUST2250,Brand Website,6620,8,8420,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002251,CUST2251,Amazon,4030,4,5130,Shoes,4,Medium,0.23,UPI,Medium,Yes
PUR002252,CUST2252,Flipkart,2580,2,3080,Jerseys,2,High,0.49,Debit Card,Low,No
PUR002253,CUST2253,Brand Website,8030,10,10230,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002254,CUST2254,Local Store,1850,1,2150,Accessories,1,Medium,0.36,Cash on Delivery,Low,No
PUR002255,CUST2255,Amazon,5250,6,6550,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002256,CUST2256,Brand Website,7310,9,9210,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002257,CUST2257,Flipkart,3010,3,3710,Gloves,3,High,0.43,Debit Card,Medium,No
PUR002258,CUST2258,Amazon,4610,5,5810,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002259,CUST2259,Local Store,2130,1,2430,Accessories,1,High,0.60,Cash on Delivery,Low,No
PUR002260,CUST2260,Brand Website,6460,8,8260,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002261,CUST2261,Amazon,4190,5,5290,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002262,CUST2262,Flipkart,2650,2,3150,Jerseys,2,High,0.53,Debit Card,Low,No
PUR002263,CUST2263,Brand Website,7690,10,9890,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002264,CUST2264,Local Store,1820,1,2070,Accessories,1,Medium,0.34,Cash on Delivery,Low,No
PUR002265,CUST2265,Amazon,5070,6,6370,Shoes,5,Medium,0.18,UPI,Medium,Yes
PUR002266,CUST2266,Brand Website,7070,9,8970,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002267,CUST2267,Flipkart,3160,3,3860,Gloves,3,High,0.46,Debit Card,Medium,No
PUR002268,CUST2268,Amazon,4410,5,5610,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR002269,CUST2269,Local Store,2030,1,2330,Accessories,1,High,0.57,Cash on Delivery,Low,No
PUR002270,CUST2270,Brand Website,6630,8,8430,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002271,CUST2271,Amazon,4040,4,5140,Shoes,4,Medium,0.23,UPI,Medium,Yes
PUR002272,CUST2272,Flipkart,2590,2,3090,Jerseys,2,High,0.49,Debit Card,Low,No
PUR002273,CUST2273,Brand Website,8040,10,10240,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002274,CUST2274,Local Store,1860,1,2160,Accessories,1,Medium,0.36,Cash on Delivery,Low,No
PUR002275,CUST2275,Amazon,5260,6,6560,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002276,CUST2276,Brand Website,7320,9,9220,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002277,CUST2277,Flipkart,3020,3,3720,Gloves,3,High,0.43,Debit Card,Medium,No
PUR002278,CUST2278,Amazon,4620,5,5820,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002279,CUST2279,Local Store,2140,1,2440,Accessories,1,High,0.60,Cash on Delivery,Low,No
PUR002280,CUST2280,Brand Website,6470,8,8270,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002281,CUST2281,Amazon,4200,5,5300,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002282,CUST2282,Flipkart,2660,2,3160,Jerseys,2,High,0.53,Debit Card,Low,No
PUR002283,CUST2283,Brand Website,7700,10,9900,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002284,CUST2284,Local Store,1830,1,2080,Accessories,1,Medium,0.34,Cash on Delivery,Low,No
PUR002285,CUST2285,Amazon,5080,6,6380,Shoes,5,Medium,0.18,UPI,Medium,Yes
PUR002286,CUST2286,Brand Website,7080,9,8980,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002287,CUST2287,Flipkart,3170,3,3870,Gloves,3,High,0.46,Debit Card,Medium,No
PUR002288,CUST2288,Amazon,4420,5,5620,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR002289,CUST2289,Local Store,2040,1,2340,Accessories,1,High,0.57,Cash on Delivery,Low,No
PUR002290,CUST2290,Brand Website,6640,8,8440,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002291,CUST2291,Amazon,4050,4,5150,Shoes,4,Medium,0.23,UPI,Medium,Yes
PUR002292,CUST2292,Flipkart,2600,2,3100,Jerseys,2,High,0.49,Debit Card,Low,No
PUR002293,CUST2293,Brand Website,8050,10,10250,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002294,CUST2294,Local Store,1870,1,2170,Accessories,1,Medium,0.36,Cash on Delivery,Low,No
PUR002295,CUST2295,Amazon,5270,6,6570,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002296,CUST2296,Brand Website,7330,9,9230,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002297,CUST2297,Flipkart,3030,3,3730,Gloves,3,High,0.43,Debit Card,Medium,No
PUR002298,CUST2298,Amazon,4630,5,5830,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002299,CUST2299,Local Store,2150,1,2450,Accessories,1,High,0.60,Cash on Delivery,Low,No
PUR002300,CUST2300,Brand Website,6480,8,8280,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002301,CUST2301,Amazon,4210,5,5310,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002302,CUST2302,Flipkart,2670,2,3170,Jerseys,2,High,0.53,Debit Card,Low,No
PUR002303,CUST2303,Brand Website,7710,10,9910,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002304,CUST2304,Local Store,1840,1,2090,Accessories,1,Medium,0.34,Cash on Delivery,Low,No
PUR002305,CUST2305,Amazon,5090,6,6390,Shoes,5,Medium,0.18,UPI,Medium,Yes
PUR002306,CUST2306,Brand Website,7090,9,8990,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002307,CUST2307,Flipkart,3180,3,3880,Gloves,3,High,0.46,Debit Card,Medium,No
PUR002308,CUST2308,Amazon,4430,5,5630,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR002309,CUST2309,Local Store,2050,1,2350,Accessories,1,High,0.57,Cash on Delivery,Low,No
PUR002310,CUST2310,Brand Website,6650,8,8450,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002311,CUST2311,Amazon,4060,4,5160,Shoes,4,Medium,0.23,UPI,Medium,Yes
PUR002312,CUST2312,Flipkart,2610,2,3110,Jerseys,2,High,0.49,Debit Card,Low,No
PUR002313,CUST2313,Brand Website,8060,10,10260,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002314,CUST2314,Local Store,1880,1,2180,Accessories,1,Medium,0.36,Cash on Delivery,Low,No
PUR002315,CUST2315,Amazon,5280,6,6580,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002316,CUST2316,Brand Website,7340,9,9240,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002317,CUST2317,Flipkart,3040,3,3740,Gloves,3,High,0.43,Debit Card,Medium,No
PUR002318,CUST2318,Amazon,4640,5,5840,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002319,CUST2319,Local Store,2160,1,2460,Accessories,1,High,0.60,Cash on Delivery,Low,No
PUR002320,CUST2320,Brand Website,6490,8,8290,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002321,CUST2321,Amazon,4220,5,5320,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002322,CUST2322,Flipkart,2680,2,3180,Jerseys,2,High,0.53,Debit Card,Low,No
PUR002323,CUST2323,Brand Website,7720,10,9920,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002324,CUST2324,Local Store,1850,1,2100,Accessories,1,Medium,0.34,Cash on Delivery,Low,No
PUR002325,CUST2325,Amazon,5100,6,6400,Shoes,5,Medium,0.18,UPI,Medium,Yes
PUR002326,CUST2326,Brand Website,7100,9,9000,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002327,CUST2327,Flipkart,3190,3,3890,Gloves,3,High,0.46,Debit Card,Medium,No
PUR002328,CUST2328,Amazon,4440,5,5640,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR002329,CUST2329,Local Store,2060,1,2360,Accessories,1,High,0.57,Cash on Delivery,Low,No
PUR002330,CUST2330,Brand Website,6660,8,8460,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002331,CUST2331,Amazon,4070,4,5170,Shoes,4,Medium,0.23,UPI,Medium,Yes
PUR002332,CUST2332,Flipkart,2620,2,3120,Jerseys,2,High,0.49,Debit Card,Low,No
PUR002333,CUST2333,Brand Website,8070,10,10270,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002334,CUST2334,Local Store,1890,1,2190,Accessories,1,Medium,0.36,Cash on Delivery,Low,No
PUR002335,CUST2335,Amazon,5290,6,6590,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002336,CUST2336,Brand Website,7350,9,9250,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002337,CUST2337,Flipkart,3050,3,3750,Gloves,3,High,0.43,Debit Card,Medium,No
PUR002338,CUST2338,Amazon,4650,5,5850,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002339,CUST2339,Local Store,2170,1,2470,Accessories,1,High,0.60,Cash on Delivery,Low,No
PUR002340,CUST2340,Brand Website,6500,8,8300,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002341,CUST2341,Amazon,4230,5,5330,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002342,CUST2342,Flipkart,2690,2,3190,Jerseys,2,High,0.53,Debit Card,Low,No
PUR002343,CUST2343,Brand Website,7730,10,9930,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002344,CUST2344,Local Store,1860,1,2110,Accessories,1,Medium,0.34,Cash on Delivery,Low,No
PUR002345,CUST2345,Amazon,5110,6,6410,Shoes,5,Medium,0.18,UPI,Medium,Yes
PUR002346,CUST2346,Brand Website,7110,9,9010,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002347,CUST2347,Flipkart,3200,3,3900,Gloves,3,High,0.46,Debit Card,Medium,No
PUR002348,CUST2348,Amazon,4450,5,5650,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR002349,CUST2349,Local Store,2070,1,2370,Accessories,1,High,0.57,Cash on Delivery,Low,No
PUR002350,CUST2350,Brand Website,6670,8,8470,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002351,CUST2351,Amazon,4080,4,5180,Shoes,4,Medium,0.23,UPI,Medium,Yes
PUR002352,CUST2352,Flipkart,2630,2,3130,Jerseys,2,High,0.49,Debit Card,Low,No
PUR002353,CUST2353,Brand Website,8080,10,10280,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002354,CUST2354,Local Store,1900,1,2200,Accessories,1,Medium,0.36,Cash on Delivery,Low,No
PUR002355,CUST2355,Amazon,5300,6,6600,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002356,CUST2356,Brand Website,7360,9,9260,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002357,CUST2357,Flipkart,3060,3,3760,Gloves,3,High,0.43,Debit Card,Medium,No
PUR002358,CUST2358,Amazon,4660,5,5860,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002359,CUST2359,Local Store,2180,1,2480,Accessories,1,High,0.60,Cash on Delivery,Low,No
PUR002360,CUST2360,Brand Website,6510,8,8310,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002361,CUST2361,Amazon,4240,5,5340,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002362,CUST2362,Flipkart,2700,2,3200,Jerseys,2,High,0.53,Debit Card,Low,No
PUR002363,CUST2363,Brand Website,7740,10,9940,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002364,CUST2364,Local Store,1870,1,2120,Accessories,1,Medium,0.34,Cash on Delivery,Low,No
PUR002365,CUST2365,Amazon,5120,6,6420,Shoes,5,Medium,0.18,UPI,Medium,Yes
PUR002366,CUST2366,Brand Website,7120,9,9020,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002367,CUST2367,Flipkart,3210,3,3910,Gloves,3,High,0.46,Debit Card,Medium,No
